18:09:22 18.09.2020;-1,75;-3,75;-3,375;-1,9375;-2,125;-3,125;-3,25;-1,9375;-4,8125;-3,6875;-4,5625;-5,625;-4,625;-3,6875;-4,375;-5,5;-4,5625;-5,625;-7,1875;-5,1875;-7,875;-3,3125;-2,375;-0,5625
18:10:02 18.09.2020;-1,625;-3,5;-3;-1,5;-2,0625;-2,875;-3;-1,6875;-4,5;-3,625;-4,4375;-5,25;-4,5;-3,6875;-4,3125;-5,25;-4,625;-5,625;-7,4375;-5,125;-7,75;-3,8125;-2,8125;-0,9375
18:10:42 18.09.2020;-1,8125;-3,4375;-3,1875;-1,6875;-2,25;-3,125;-3,1875;-1,8125;-4,5625;-3,8125;-4,4375;-5,0625;-4,375;-3,8125;-4,375;-4,8125;-4,5;-5,625;-7,4375;-5;-7,75;-4,1875;-3,125;-1,3125
18:11:22 18.09.2020;-1,4375;-2,9375;-2,3125;-0,125;-1,75;-2,1875;-2,4375;-0,4375;-4,25;-3,8125;-4,3125;-4,125;-4,25;-3,8125;-4,25;-3,6875;-3,9375;-4,75;-6,0625;-4,0625;-7;-4,5;-3,4375;-1,5625
18:12:02 18.09.2020;-1,125;-2,4375;-1,625;0,4375;-1,5625;-1,625;-1,9375;0;-3,8125;-3,5625;-3,9375;-3,5625;-3,8125;-3,6875;-4;-3,375;-3,75;-4,625;-6,375;-4;-6,6875;-4,6875;-3,625;-1,8125
18:12:42 18.09.2020;-1,0625;-2,125;-1,3125;1,0625;-1,1875;-0,8125;-1,25;1,1875;-3,0625;-3,375;-3,375;-2,25;-2,0625;-3,4375;-3,625;-1,5625;-2,875;-3,8125;-4,9375;-2,6875;-5,9375;-4,875;-3,75;-1,9375
18:13:22 18.09.2020;-0,0625;-1,125;0,1875;2,625;-0,5625;0,125;-0,25;2,0625;-2,5;-3,125;-3,125;-1,6875;-2,0625;-3,1875;-3,1875;-1,1875;-2,3125;-3,125;-4,1875;-2,1875;-5,1875;-4,875;-3,8125;-2,0625
18:14:02 18.09.2020;0,1875;-0,6875;0,375;2,375;-0,375;0,1875;0;2;-2,375;-2,9375;-2,9375;-1,75;-2,1875;-3,0625;-3,0625;-1,625;-2,6875;-3,5625;-5,1875;-3,0625;-5,125;-4,875;-3,8125;-2,125
18:14:43 18.09.2020;0,1875;-0,625;-0,0625;1,6875;-0,3125;-0,125;-0,3125;1,4375;-2,5625;-3,0625;-3,0625;-2,25;-2,5;-3,0625;-3,125;-2,25;-3,125;-4,0625;-6,25;-3,75;-5,6875;-4,875;-3,875;-2,1875
18:15:22 18.09.2020;-0,0625;-0,75;-0,75;1;-0,4375;-0,5;-0,8125;0,875;-2,8125;-3,1875;-3,1875;-2,6875;-2,8125;-3,0625;-3,25;-2,5;-3,625;-4,5;-6,6875;-4,1875;-6;-4,875;-3,875;-2,3125
18:16:03 18.09.2020;0,25;-0,625;-0,5;1,5;-0,125;-0,125;-0,625;1,3125;-2,75;-3,125;-3,0625;-2,3125;-2,875;-3,0625;-3,3125;-2,125;-2,9375;-4;;-3,25;-4,625;-4,875;-3,8125;-2,0625
18:16:43 18.09.2020;0,5;-0,375;-0,0625;1,8125;0,0625;0,1875;-0,3125;1,5625;-2,5;-3;-2,6875;-1,8125;-2,625;-2,9375;-3,1875;-1,5;-2,6875;-3,875;-5,0625;-3,3125;-4,0625;-4,875;-3,8125;-1,625
18:17:23 18.09.2020;0,5;-0,3125;-0,125;1,5625;0,0625;-0,125;-0,4375;1,3125;-2,5;-3;-2,8125;-2,0625;-2,75;-3;-3,125;-2;-3,5;-4,0625;-6,25;-4,8125;-3,9375;-4,875;-3,8125;-1,3125
18:18:03 18.09.2020;0,3125;-0,5;-0,6875;1;-0,125;-0,375;-0,8125;0,8125;-2,75;-3,125;-2,9375;-2,4375;-3;-3;-3,25;-2,5;-4,0625;-4,3125;-7;-5,4375;-3,9375;-5,0625;-3,875;-1,125
18:18:43 18.09.2020;0,0625;-0,75;-1,1875;0,4375;-0,375;-0,75;-1,1875;0,3125;-2,9375;-3,25;-3,0625;-2,9375;-3,25;-3,0625;-3,375;-3;-4,5;-4,5625;-7,875;-6;-4;-5,25;-3,9375;-1,125
18:19:23 18.09.2020;-0,1875;-1,0625;-1,75;-0,0625;-0,6875;-1,0625;-1,75;-0,125;-3,125;-3,375;-3,25;-3,3125;-3,5;-3,1875;-3,4375;-3,4375;-4,8125;-4,75;-8,3125;-6,375;-4,125;-5,5;-4,0625;-1,0625
18:20:03 18.09.2020;-0,4375;-1,375;-2,25;-0,4375;-0,9375;-1,5;-2,1875;-0,5;-3,3125;-3,5;-3,375;-3,625;-3,6875;-3,25;-3,5625;-3,6875;-5,0625;-5;-8,75;-6,75;-4,3125;-5,8125;-4,25;-1,0625
18:20:43 18.09.2020;-0,75;-1,6875;-2,625;-0,75;-1,1875;-1,75;-2,5;-0,8125;-3,5;-3,5625;-3,5625;-4;-3,8125;-3,3125;-3,625;-4,0625;-5,375;-5,1875;-9;-7;-4,5;-6,1875;-4,375;-1
18:21:23 18.09.2020;-1;-2;-2,875;-1,0625;-1,4375;-2,0625;-2,8125;-1,0625;-3,625;-3,6875;-3,625;-4,25;-3,9375;-3,375;-3,75;-4,25;-5,5;-5,375;-9,1875;-7,125;-4,6875;-6,5;-4,5625;-0,9375
18:22:03 18.09.2020;-1,25;-2,25;-3,1875;-1,375;-1,6875;-2,3125;-3,0625;-1,375;-3,75;-3,8125;-3,8125;-4,4375;-4;-3,5;-3,8125;-4,5;-5,625;-5,5625;-9,375;-7,3125;-4,8125;-6,8125;-4,6875;-1
18:22:43 18.09.2020;-1,5;-2,5;-3,375;-1,5625;-1,875;-2,625;-3,25;-1,5625;-3,875;-3,875;-3,875;-4,625;-4,125;-3,5625;-3,875;-4,6875;-5,75;-5,6875;-9,5;-7,5;-5;-7,1875;-4,875;-1
18:23:23 18.09.2020;-1,6875;-2,6875;-3,5;-1,8125;-2,0625;-2,8125;-3,4375;-1,8125;-3,9375;-4;-4;-4,625;-4,25;-3,625;-3,9375;-4,6875;-5,875;-5,875;-9,5;-7,6875;-5,1875;-7,5;-5,0625;-1,0625
18:24:03 18.09.2020;-1,875;-2,875;-3,625;-2;-2,25;-3;-3,5;-2;-4,0625;-4,0625;-4,0625;-4,75;-4,3125;-3,6875;-4,0625;-4,875;-5,8125;-5,9375;-9,25;-7,5625;-5,25;-7,8125;-5,1875;-1,1875
18:24:43 18.09.2020;-2,125;-3,0625;-3,75;-2,1875;-2,4375;-3,0625;-3,5625;-2,1875;-4,125;-4;-4,1875;-4,6875;-4,25;-3,75;-4,0625;-4,75;-5,6875;-5,8125;-8,3125;-7,0625;-5,25;-8,0625;-5,3125;-1,3125
18:25:23 18.09.2020;-2,25;-3,125;-3,6875;-2,3125;-2,5625;-3,125;-3,5625;-2,25;-4,0625;-3,9375;-4,125;-4,5625;-4,1875;-3,8125;-4,0625;-4,5625;-5,5;-5,6875;-7,5625;-6,5625;-5,25;-8,125;-5,4375;-1,4375
18:26:03 18.09.2020;-2,375;-3,1875;-3,625;-2,3125;-2,625;-3,1875;-3,5;-2,3125;-4;-3,875;-4,125;-4,4375;-4,125;-3,8125;-4,0625;-4,4375;-5,3125;-5,5;-6,9375;-6,25;-5,1875;-8,1875;-5,4375;-1,5625
18:26:43 18.09.2020;-2,375;-3,1875;-3,5;-2,375;-2,6875;-3,1875;-3,4375;-2,3125;-4;-3,875;-4,0625;-4,25;-4,0625;-3,8125;-4,0625;-4,25;-5,125;-5,3125;-6,4375;-5,875;-5,0625;-8,125;-5,4375;-1,6875
18:27:23 18.09.2020;-2,4375;-3,1875;-3,4375;-2,375;-2,75;-3,1875;-3,375;-2,3125;-3,9375;-3,8125;-4;-4,1875;-4;-3,8125;-4,0625;-4,1875;-4,875;-5,1875;-6,0625;-5,5625;-5;-8,0625;-5,4375;-1,75
18:28:03 18.09.2020;-2,5;-3,1875;-3,3125;-2,375;-2,75;-3,125;-3,3125;-2,3125;-3,8125;-3,8125;-3,9375;-4;-3,9375;-3,75;-4;-4;-4,6875;-5,0625;-5,75;-5,25;-4,9375;-7,9375;-5,4375;-1,875
18:28:43 18.09.2020;-2,5625;-3,1875;-3,25;-2,375;-2,75;-3,125;-3,25;-2,3125;-3,75;-3,75;-3,9375;-3,875;-3,875;-3,75;-3,9375;-3,875;-4,5625;-4,875;-5,5;-5;-4,8125;-7,8125;-5,375;-1,9375
18:29:23 18.09.2020;-2,5625;-3,125;-3,1875;-2,3125;-2,75;-3,0625;-3,125;-2,25;-3,6875;-3,75;-3,875;-3,75;-3,75;-3,6875;-3,9375;-3,75;-4,375;-4,75;-5,25;-4,8125;-4,75;-7,6875;-5,3125;-2,0625
18:30:03 18.09.2020;-2,5625;-3,0625;-3,0625;-2,3125;-2,75;-3,0625;-3,0625;-2,25;-3,625;-3,6875;-3,8125;-3,625;-3,6875;-3,6875;-3,875;-3,6875;-4,25;-4,5625;-5,0625;-4,5625;-4,6875;-7,5;-5,3125;-2,125
18:30:43 18.09.2020;-2,5625;-3,0625;-3;-2,3125;-2,75;-3;-3;-2,25;-3,5625;-3,6875;-3,75;-3,5;-3,625;-3,625;-3,875;-3,5625;-4,125;-4,4375;-4,875;-4,4375;-4,5625;-7,375;-5,1875;-2,1875
18:31:24 18.09.2020;-2,5625;-3;-2,875;-2,3125;-2,75;-3;-2,9375;-2,25;-3,4375;-3,5625;-3,6875;-3,4375;-3,5625;-3,625;-3,8125;-3,4375;-4;-4,375;-4,6875;-4,25;-4,5;-7,1875;-5,1875;-2,25
18:32:03 18.09.2020;-2,5625;-3;-2,8125;-2,25;-2,6875;-2,9375;-2,875;-2,25;-3,375;-3,5625;-3,625;-3,375;-3,5;-3,5625;-3,8125;-3,375;-3,875;-4,25;-4,5625;-4,0625;-4,4375;-7;-5,0625;-2,375
18:32:44 18.09.2020;-2;-2,375;-1,25;0,4375;-1,875;-0,875;-1,5625;0,125;-1,0625;-2,5625;-2,4375;-0,8125;-0,375;-2,75;-2,9375;0,0625;-1,8125;-3,0625;-2,5;-1,375;-3,4375;-6,75;-4,9375;-2,375
18:33:24 18.09.2020;-0,6875;-0,8125;1,1875;3,625;-0,75;1,4375;0,625;2,625;1,125;-1,0625;-1,25;1,4375;2,1875;-1,6875;-1,625;2,1875;-0,0625;-2,0625;-1,1875;-0,5;-2,25;-6,3125;-4,6875;-2,375
18:34:04 18.09.2020;0,1875;0,1875;2,0625;3,875;-0,1875;2;1,5;3,4375;1,0625;-0,9375;-0,875;1,75;2,3125;-1,3125;-1,125;2,5;0,0625;-1,75;-1,25;-0,4375;-1,875;-5,8125;-4,375;-2,25
18:34:44 18.09.2020;1,4375;1,625;3,75;5,8125;1,1875;3,625;3;5,125;2,25;-0,25;0;3,25;3,6875;-0,6875;-0,375;3,75;1,125;-1,125;-0,5;0,3125;-1,25;-5,3125;-4;-2,125
18:35:24 18.09.2020;2,1875;2,3125;4;5,5625;1,5625;3,5;3,375;4,9375;2;-0,25;-0,125;2,4375;2,5;-0,5625;-0,25;2,5;0,0625;-1,3125;-1,75;-1,125;-1,375;-4,8125;-3,5625;-1,9375
18:36:04 18.09.2020;2,3125;2,375;3,375;4,6875;1,8125;3,25;3,0625;4,5;1,625;-0,5;-0,1875;1,625;1,875;-0,5;-0,4375;1,875;-0,9375;-1,75;-2,375;-1,8125;-1,625;-4,5;-3,3125;-1,8125
18:36:44 18.09.2020;2,6875;2,5625;3,3125;4,625;2,25;3,375;3;4,4375;1,3125;-0,625;-0,125;1,5;1,375;-0,5;-0,5625;1,8125;-0,75;-1,8125;-2,0625;-1,5625;-1,6875;-4,3125;-3,125;-1,6875
18:37:24 18.09.2020;2,9375;2,8125;3,375;4,625;2,5;3,4375;3,0625;4,4375;1;-0,6875;-0,125;1,375;0,875;-0,5625;-0,75;1,5625;-0,875;-1,875;-2,0625;-1,5625;-1,8125;-4,125;-2,9375;-1,625
18:38:04 18.09.2020;3,0625;2,6875;3,1875;4,3125;2,625;3,1875;2,8125;4,1875;0,6875;-0,875;-0,375;0,6875;0,375;-0,6875;-0,875;0,75;-1,375;-2,0625;-2,4375;-2;-2,0625;-3,9375;-2,75;-1,5
18:38:44 18.09.2020;3,0625;2,4375;2,625;4,0625;2,5625;2,75;2,4375;4;0,3125;-1,0625;-0,5;0;-0,0625;-0,8125;-1,0625;0,125;-1,8125;-2,25;-2,6875;-2,375;-2,3125;-3,875;-2,625;-1,4375
18:39:24 18.09.2020;2,9375;2,0625;2,0625;3,75;2,375;2,25;1,9375;3,5625;-0,0625;-1,25;-0,75;-0,625;-0,5;-0,9375;-1,25;-0,5;-2,5;-2,5;-3,5625;-3,0625;-2,5625;-3,8125;-2,5625;-1,375
18:40:04 18.09.2020;2,625;1,75;1,5;3,125;2,0625;1,8125;1,4375;2,9375;-0,4375;-1,5;-1;-1;-0,9375;-1,0625;-1,4375;-0,9375;-3,375;-2,875;-4,375;-3,875;-2,8125;-3,875;-2,5;-1,375
18:40:44 18.09.2020;2,1875;1,375;0,875;2,4375;1,6875;1,375;0,875;2,3125;-0,75;-1,6875;-1,1875;-1,375;-1,3125;-1,25;-1,625;-1,375;-3,9375;-3,1875;-4,9375;-4,4375;-3,0625;-3,9375;-2,5625;-1,3125
18:41:24 18.09.2020;1,8125;0,9375;0,3125;1,9375;1,3125;1;0,375;1,75;-1;-1,8125;-1,375;-1,6875;-1,5625;-1,4375;-1,8125;-1,625;-4,5625;-3,375;-5,3125;-4,8125;-3,3125;-4,125;-2,5625;-1,3125
18:42:04 18.09.2020;1,5;0,5625;-0,125;1,5;1;0,5625;0;1,375;-1,25;-2;-1,625;-1,9375;-1,75;-1,5625;-1,875;-1,9375;-4,8125;-3,5625;-5,5;-4,9375;-3,6875;-4,3125;-2,625;-1,3125
18:42:44 18.09.2020;1,125;0,1875;-0,5;1,125;0,5625;0,1875;-0,3125;0,9375;-1,5;-2,0625;-1,75;-2,1875;-1,9375;-1,6875;-2,0625;-2,1875;-5;-3,75;-5,6875;-5,3125;-3,9375;-4,5;-2,75;-1,375
18:43:24 18.09.2020;0,8125;-0,125;-0,75;0,9375;0,3125;-0,0625;-0,625;0,875;-1,6875;-2,1875;-1,8125;-2,1875;-1,8125;-1,8125;-2,125;-1,875;-4,75;-3,875;-5,375;-4,6875;-4,0625;-4,75;-2,8125;-1,375
18:44:04 18.09.2020;1;-0,0625;-0,25;1,5625;0,4375;0,125;-0,3125;1,3125;-1,625;-2,125;-1,75;-2;-1,875;-1,875;-2,0625;-1,8125;-4,125;-3,6875;-4,8125;-4,25;-4;-4,875;-2,875;-1,4375
18:44:44 18.09.2020;0,75;-0,125;-0,375;1,1875;0,25;-0,0625;-0,375;0,9375;-1,75;-2,1875;-1,9375;-2,1875;-2,0625;-1,9375;-2,1875;-2,0625;-4,4375;-3,75;-5,0625;-4,6875;-4,1875;-5;-2,9375;-1,5
18:45:24 18.09.2020;0,5;-0,3125;-0,625;0,8125;0;-0,375;-0,625;0,5625;-1,9375;-2,25;-2;-2,375;-2,25;-2;-2,25;-2,3125;-4,8125;-3,875;-5,4375;-5,0625;-4,375;-5,125;-3;-1,5
18:46:04 18.09.2020;0,25;-0,5625;-0,9375;0,4375;-0,3125;-0,5625;-0,875;0,25;-2;-2,375;-2,1875;-2,5625;-2,3125;-2,0625;-2,3125;-2,5;-5;-3,9375;-5,6875;-5,1875;-4,5625;-5,3125;-3,0625;-1,5625
18:46:44 18.09.2020;-0,0625;-0,8125;-1,1875;0,0625;-0,5625;-0,8125;-1,1875;-0,0625;-2,1875;-2,4375;-2,1875;-2,75;-2,4375;-2,1875;-2,4375;-2,75;-5,125;-4;-6;-5,4375;-4,625;-5,4375;-3,125;-1,625
18:47:24 18.09.2020;-0,3125;-1,0625;-1,5;-0,125;-0,75;-1,125;-1,4375;-0,3125;-2,375;-2,5625;-2,3125;-3;-2,5625;-2,25;-2,5;-2,9375;-5,125;-4,125;-6,1875;-5,375;-4,6875;-5,625;-3,1875;-1,6875
18:48:04 18.09.2020;0,25;-0,5;0,375;2,9375;0,25;1,0625;0,1875;2,5625;-0,6875;-1,4375;-1,375;-0,1875;0,75;-1,75;-1,6875;0,625;-2,6875;-3,0625;-3,875;-2,6875;-3,75;-5,6875;-3,1875;-1,75
18:48:45 18.09.2020;1,125;0,5625;1,8125;4,25;0,8125;2,125;1,375;3,6875;1,0625;-0,6875;-0,4375;1,4375;2,0625;-0,8125;-0,875;2,3125;-1;-2,0625;-2,375;-1,1875;-2,9375;-5,5;-3,125;-1,75
18:49:25 18.09.2020;2;1,6875;3,1875;5,375;1,5625;3,25;2,5;4,625;2,0625;0;0,1875;2,5;2,625;-0,25;-0,0625;3,0625;-0,0625;-1,3125;-1,375;-0,5625;-2,3125;-5,125;-2,875;-1,6875
18:50:05 18.09.2020;2,4375;2,1875;3,3125;4,9375;1,8125;3,1875;2,75;4,375;1,5625;-0,125;0;1,6875;1,625;-0,1875;-0,125;1,875;-0,625;-1,375;-1,875;-1,375;-2,3125;-4,8125;-2,625;-1,625
18:50:45 18.09.2020;2,3125;2,25;2,8125;4;1,8125;2,875;2,5625;3,6875;1;-0,4375;-0,1875;0,625;0,8125;-0,3125;-0,375;0,875;-1,6875;-1,75;-2,6875;-2,3125;-2,5625;-4,5625;-2,5;-1,5
18:51:25 18.09.2020;2,1875;2,0625;2,1875;3,375;1,75;2,375;2,0625;3;0,4375;-0,75;-0,4375;-0,125;0,125;-0,4375;-0,75;0,0625;-2,5625;-2,0625;-3,5625;-3,1875;-2,75;-4,4375;-2,375;-1,4375
18:52:05 18.09.2020;2;1,75;1,4375;2,6875;1,5625;1,9375;1,5;2,5;0,0625;-1,0625;-0,6875;-0,6875;-0,375;-0,6875;-1;-0,5625;-3,125;-2,3125;-4,125;-3,5625;-2,9375;-4,4375;-2,3125;-1,4375
18:52:45 18.09.2020;1,75;1,375;0,8125;2,1875;1,3125;1,5;0,875;2;-0,375;-1,3125;-0,9375;-1,125;-0,875;-0,875;-1,1875;-1;-3,625;-2,5625;-4,4375;-3,875;-3,1875;-4,4375;-2,3125;-1,375
18:53:25 18.09.2020;1,5625;1;0,5625;2,3125;1,375;1,5625;0,875;2,625;-0,375;-1,1875;-0,8125;-0,5625;0,3125;-0,8125;-1,125;0,5;-2,875;-2,3125;-3,6875;-2,6875;-3;-4,5;-2,375;-1,375
18:54:05 18.09.2020;2,5625;2,0625;2,9375;5,6875;2,5;3,0625;3,0625;5,3125;1,3125;-0,3125;0,375;2,5;3;-0,3125;-0,25;3,5;-0,625;-1;-1,5;-0,6875;-2;-4,3125;-2,25;-1,3125
18:54:45 18.09.2020;3,5625;3,3125;4,5;7;3,3125;4,5;4,1875;6,5625;2,875;0,875;1,125;4,25;4,5625;0,375;0,6875;5;0,9375;-0,25;-0,375;0,5625;-1,1875;-4;-2;-1,25
18:55:25 18.09.2020;4,3125;4,1875;5,3125;7,3125;3,8125;5,0625;4,9375;6,875;3,3125;1,0625;1,625;4,75;4,1875;0,8125;1,125;5,1875;1,6875;0,125;0,3125;0,6875;-0,8125;-3,5625;-1,6875;-1,125
18:56:05 18.09.2020;4,75;4,625;5,5625;6,9375;4,125;5,3125;5,125;6,6875;3,0625;1;1,5;4,25;3,375;0,875;1,0625;4,5;1,6875;0,25;0,375;0,625;-0,625;-3,1875;-1,375;-1,0625
18:56:45 18.09.2020;4,9375;4,8125;5,375;6,5625;4,375;5,3125;5,0625;6,4375;2,75;0,8125;1,375;3,5625;2,8125;0,9375;0,875;3,75;1,0625;0,125;-0,125;0,0625;-0,375;-2,8125;-1,125;-0,9375
18:57:25 18.09.2020;5;4,8125;5,125;6,25;4,5625;5,125;4,9375;6,1875;2,5;0,6875;1,3125;3,125;2,4375;0,9375;0,75;3,375;0,875;0;-0,25;0;-0,375;-2,5625;-0,9375;-0,875
18:58:05 18.09.2020;5,0625;4,75;5;6;4,5625;5,125;4,8125;5,8125;2,375;0,875;1,5625;3;2,4375;1,0625;0,8125;3,3125;0,75;-0,0625;-0,3125;-0,125;-0,5;-2,3125;-0,75;-0,8125
18:58:45 18.09.2020;5,0625;4,75;4,9375;5,75;4,6875;5;4,75;5,625;2,5;1,1875;1,9375;3,125;2,5625;1,3125;1;3,3125;0,5;-0,1875;-0,4375;-0,125;-0,5625;-2,0625;-0,625;-0,6875
18:59:25 18.09.2020;5;4,6875;4,875;5,5;4,625;4,875;4,625;5,5;2,5625;1,375;2,0625;2,9375;2,5625;1,5;1,0625;3,3125;0,3125;-0,1875;-0,4375;-0,3125;-0,6875;-1,875;-0,5;-0,5625
19:00:05 18.09.2020;4,9375;4,625;4,75;5,5625;4,6875;4,875;4,6875;5,625;2,625;1,4375;2,0625;3;2,5625;1,5;1,125;3,4375;0,625;0;-0,125;0,4375;-0,5625;-1,6875;-0,3125;-0,5
19:00:45 18.09.2020;5,125;4,8125;5,125;6,125;4,875;5,1875;4,875;5,9375;2,5625;1,375;2;3,1875;2,5;1,5625;1,125;3,625;1,125;0,25;0,125;0,875;-0,375;-1,5;-0,1875;-0,375
19:01:25 18.09.2020;5,3125;4,875;5,25;6,1875;4,9375;5,25;4,9375;5,9375;2,5;1,3125;1,875;3;2,3125;1,5625;1,125;3,1875;4,3125;3,4375;2,5625;3,375;0,375;-1,25;-0,0625;-0,1875
19:02:05 18.09.2020;5,1875;4,75;5;5,8125;4,8125;4,9375;4,8125;5,625;2,1875;1,125;1,625;2,5625;1,875;1,375;0,9375;2,625;4,5625;4,8125;3,75;3,375;0,5;-0,875;0,0625;-0,0625
19:02:47 18.09.2020;5,0625;4,4375;4,6875;5,5;4,75;4,625;4,4375;5,4375;1,875;1;1,375;2,0625;1,375;1,25;0,75;2,0625;4,5;5,5625;4,5625;6;0,625;-0,5625;0,125;0
19:03:29 18.09.2020;4,9375;3,75;4,125;5,25;4,375;4,0625;3,9375;5,125;1,625;0,8125;1,125;1,5625;1,125;1,125;0,625;1,625;4,25;5,9375;5,0625;6,5625;0,5625;-0,4375;0,1875;0
19:04:08 18.09.2020;4,6875;3,1875;3,625;5,125;4,0625;3,625;3,4375;5;1,4375;0,625;0,9375;1,25;0,9375;1;0,4375;1,25;4,0625;6,0625;5,25;6,75;0,5625;-0,375;0,25;0,0625
19:09:34 18.09.2020;4,625;3,5;4,1875;5,6875;4,25;4,125;3,9375;5,625;2,125;0,875;1,5625;3;2,3125;1,125;1,0625;3,375;5,875;8,875;9,4375;10,1875;4,8125;4,1875;6,375;7,375
19:14:34 18.09.2020;4,5;3,6875;3,8125;4,8125;4,1875;3,8125;3,75;4,8125;1,625;0,9375;1,375;2,125;1,5;1,0625;0,875;2,3125;3,375;11,9375;12,4375;13,125;2,1875;6;11,75;13
19:19:34 18.09.2020;4,0625;3,5;3,4375;4,4375;3,6875;3,6875;3,5;4,1875;1,3125;0,9375;1,0625;1,5625;1;1,0625;0,8125;1,4375;1,125;12,5;13;13,8125;0,875;5,375;13,6875;14,375
19:24:34 18.09.2020;2,375;1,6875;1,3125;2,5625;2,0625;1,8125;1,375;2,375;0,25;0,3125;0,3125;0;0;0,4375;0,0625;0;-0,5;12,4375;12,9375;14;-0,875;4;14,1875;14,75
19:29:34 18.09.2020;1,3125;0,6875;0,4375;1,4375;1;0,75;0,375;1,3125;-0,25;-0,125;-0,1875;-0,6875;-0,5;0;-0,3125;-0,625;-1,0625;12,25;12,8125;13,9375;-1,375;3,4375;14,3125;14,8125
19:34:34 18.09.2020;0,5625;0,0625;0;0,8125;0,375;0,125;0;0,625;-0,625;-0,4375;-0,5625;-0,9375;-0,8125;-0,3125;-0,625;-0,9375;-1,375;12,0625;12,625;13,9375;-1,6875;3,125;14,4375;14,8125
19:39:34 18.09.2020;0,125;-0,3125;-0,3125;0,3125;-0,0625;-0,25;-0,25;0,25;-0,875;-0,625;-0,8125;-1,125;-1;-0,5625;-0,8125;-1,125;-1,5;11,875;12,5;13,9375;-1,875;2,9375;14,4375;14,75
19:44:34 18.09.2020;-0,1875;-0,5625;-0,5;-0,0625;-0,375;-0,5;-0,4375;-0,0625;-1,0625;-0,875;-1;-1,3125;-1,1875;-0,75;-1;-1,3125;-1,5625;11,75;12,375;13,875;-1,9375;2,8125;14,4375;14,75
19:49:34 18.09.2020;-0,375;-0,75;-0,625;-0,3125;-0,5625;-0,6875;-0,5625;-0,25;-1,25;-1;-1,125;-1,4375;-1,375;-0,9375;-1,1875;-1,375;-1,6875;11,625;12,1875;13,8125;-2,0625;2,6875;14,375;14,6875
19:54:34 18.09.2020;-0,5625;-0,875;-0,75;-0,5;-0,75;-0,8125;-0,75;-0,4375;-1,4375;-1,1875;-1,3125;-1,625;-1,5;-1,0625;-1,3125;-1,625;-1,75;11,5;12,0625;13,8125;-2,0625;2,625;14,375;14,625
19:59:34 18.09.2020;-0,6875;-1;-0,875;-0,625;-0,875;-0,9375;-0,8125;-0,5625;-1,5;-1,3125;-1,4375;-1,625;-1,625;-1,25;-1,4375;-1,625;-1,8125;11,375;11,9375;13,75;-2,125;2,5625;14,3125;14,5625
20:04:34 18.09.2020;-0,8125;-1,125;-1;-0,6875;-1;-1,0625;-0,9375;-0,6875;-1,625;-1,375;-1,5625;-1,75;-1,6875;-1,3125;-1,5625;-1,75;-1,8125;11,3125;11,8125;13,6875;-2,125;2,5625;14,25;14,5
20:09:34 18.09.2020;-0,875;-1,1875;-1;-0,75;-1,0625;-1,0625;-1;-0,75;-1,6875;-1,5;-1,6875;-1,8125;-1,75;-1,4375;-1,625;-1,75;-1,8125;11,125;11,6875;13,625;-2,1875;2,4375;14,1875;14,375
20:14:34 18.09.2020;-0,9375;-1,1875;-1,0625;-0,875;-1,125;-1,125;-1,125;-0,8125;-1,8125;-1,5625;-1,75;-1,8125;-1,875;-1,5625;-1,75;-1,75;-1,875;11,0625;11,5625;13,5625;-2,1875;2,4375;14,125;14,3125
20:19:34 18.09.2020;-1;-1,3125;-1,125;-0,9375;-1,1875;-1,1875;-1,125;-0,875;-1,875;-1,6875;-1,8125;-1,9375;-1,9375;-1,625;-1,8125;-1,8125;-1,875;10,9375;11,4375;13,5;-2,1875;2,4375;14,0625;14,25
20:24:34 18.09.2020;-1,0625;-1,3125;-1,1875;-0,9375;-1,1875;-1,25;-1,1875;-0,875;-1,9375;-1,75;-1,875;-1,9375;-2;-1,6875;-1,875;-1,875;-1,875;10,8125;11,3125;13,4375;-2,1875;2,375;14;14,125
20:29:34 18.09.2020;-1,125;-1,375;-1,25;-1;-1,25;-1,25;-1,25;-0,9375;-2;-1,8125;-1,9375;-2;-2;-1,75;-1,9375;-2;-1,875;10,75;11,25;13,375;-2,25;2,3125;13,875;14,0625
20:34:34 18.09.2020;-1,125;-1,375;-1,25;-1,0625;-1,3125;-1,3125;-1,25;-1;-2;-1,875;-2;-2;-2,0625;-1,8125;-2;-1,9375;-1,9375;10,625;11,125;13,3125;-2,1875;2,3125;13,8125;13,9375
20:39:34 18.09.2020;-1,1875;-1,375;-1,25;-1,0625;-1,3125;-1,375;-1,25;-1;-2,0625;-1,9375;-2,0625;-2,0625;-2,125;-1,875;-2,0625;-2;-1,875;10,5625;11;13,25;-2,25;2,25;13,6875;13,875
20:44:34 18.09.2020;-1,1875;-1,4375;-1,25;-1,0625;-1,3125;-1,3125;-1,25;-1;-2,125;-2;-2,125;-2,0625;-2,1875;-1,9375;-2,125;-2;-1,875;10,4375;10,875;13,1875;-2,25;2,25;13,625;13,8125
20:49:34 18.09.2020;-1,1875;-1,4375;-1,3125;-1,125;-1,3125;-1,375;-1,3125;-1,0625;-2,125;-2;-2,1875;-2,125;-2,1875;-2;-2,1875;-2,0625;-1,875;10,375;10,8125;13,125;-2,25;2,1875;13,5625;13,75
